location,date,variant,num_sequences,perc_sequences,num_sequences_total
Slovenia,2021-05-31,Beta,0,0.0,691
Slovenia,2021-05-31,Alpha,673,97.4,691
Slovenia,2021-05-31,Gamma,1,0.14,691
Slovenia,2021-05-31,Delta,4,0.58,691
Slovenia,2021-05-31,Kappa,0,0.0,691
Slovenia,2021-05-31,Epsilon,,,691
Slovenia,2021-05-31,Eta,0,0.0,691
Slovenia,2021-05-31,Iota,3,0.43,691
Slovenia,2021-05-31,Lambda,,,691
Slovenia,2021-05-31,B.1.621,,,691
Slovenia,2021-05-31,S:677P.Pelican,,,691
Slovenia,2021-05-31,S:677H.Robin1,,,691
Slovenia,2021-05-31,others,4,0.59,691
Slovenia,2021-05-31,non_who,10,1.45,691
Slovenia,2021-06-14,B.1.160,0,0.0,650
Slovenia,2021-06-14,B.1.620,,,650
Slovenia,2021-06-14,B.1.258,0,0.0,650
Slovenia,2021-06-14,B.1.221,0,0.0,650
Slovenia,2021-06-14,B.1.1.302,,,650
Slovenia,2021-06-14,B.1.1.277,,,650
Slovenia,2021-06-14,B.1.1.519,0,0.0,650
Slovenia,2021-06-14,B.1.367,0,0.0,650
Slovenia,2021-06-14,B.1.177,0,0.0,650
Slovenia,2021-06-14,Beta,0,0.0,650
Slovenia,2021-06-14,Alpha,630,96.92,650
Slovenia,2021-06-14,Gamma,2,0.31,650
Slovenia,2021-06-14,Delta,13,2.0,650
Slovenia,2021-06-14,Kappa,0,0.0,650
Slovenia,2021-06-14,Epsilon,,,650
Slovenia,2021-06-14,Eta,0,0.0,650
Slovenia,2021-06-14,Iota,0,0.0,650
Slovenia,2021-06-14,Lambda,,,650
Slovenia,2021-06-14,B.1.621,,,650
Slovenia,2021-06-14,S:677P.Pelican,,,650
Slovenia,2021-06-14,S:677H.Robin1,,,650
Slovenia,2021-06-14,others,5,0.77,650
Slovenia,2021-06-14,non_who,5,0.77,650
Slovenia,2021-06-28,B.1.160,0,0.0,380
Slovenia,2021-06-28,B.1.620,,,380
Slovenia,2021-06-28,B.1.258,4,1.05,380
Slovenia,2021-06-28,B.1.221,0,0.0,380
Slovenia,2021-06-28,B.1.1.302,,,380
Slovenia,2021-06-28,B.1.1.277,,,380
Slovenia,2021-06-28,B.1.1.519,0,0.0,380
Slovenia,2021-06-28,B.1.367,0,0.0,380
Slovenia,2021-06-28,B.1.177,0,0.0,380
Slovenia,2021-06-28,Beta,0,0.0,380
Slovenia,2021-06-28,Alpha,256,67.37,380
Slovenia,2021-06-28,Gamma,0,0.0,380
Slovenia,2021-06-28,Delta,106,27.89,380
Slovenia,2021-06-28,Kappa,0,0.0,380
Slovenia,2021-06-28,Epsilon,,,380
Slovenia,2021-06-28,Eta,0,0.0,380
Slovenia,2021-06-28,Iota,0,0.0,380
Slovenia,2021-06-28,Lambda,,,380
Slovenia,2021-06-28,B.1.621,,,380
Slovenia,2021-06-28,S:677P.Pelican,,,380
Slovenia,2021-06-28,S:677H.Robin1,,,380
Slovenia,2021-06-28,others,14,3.69,380
Slovenia,2021-06-28,non_who,18,4.74,380
Slovenia,2021-07-12,B.1.160,0,0.0,473
Slovenia,2021-07-12,B.1.620,,,473
Slovenia,2021-07-12,B.1.258,0,0.0,473
Slovenia,2021-07-12,B.1.221,0,0.0,473
Slovenia,2021-07-12,B.1.1.302,,,473
Slovenia,2021-07-12,B.1.1.277,,,473
Slovenia,2021-07-12,B.1.1.519,0,0.0,473
Slovenia,2021-07-12,B.1.367,0,0.0,473
Slovenia,2021-07-12,B.1.177,0,0.0,473
Slovenia,2021-07-12,Beta,0,0.0,473
Slovenia,2021-07-12,Alpha,126,26.64,473
Slovenia,2021-07-12,Gamma,3,0.63,473
Slovenia,2021-07-12,Delta,331,69.98,473
Slovenia,2021-07-12,Kappa,0,0.0,473
Slovenia,2021-07-12,Epsilon,,,473
Slovenia,2021-07-12,Eta,0,0.0,473
Slovenia,2021-07-12,Iota,0,0.0,473
Slovenia,2021-07-12,Lambda,,,473
Slovenia,2021-07-12,B.1.621,,,473
Slovenia,2021-07-12,S:677P.Pelican,,,473
Slovenia,2021-07-12,S:677H.Robin1,,,473
Slovenia,2021-07-12,others,13,2.75,473
Slovenia,2021-07-12,non_who,13,2.75,473
Slovenia,2021-07-26,B.1.160,0,0.0,749
Slovenia,2021-07-26,B.1.620,,,749
Slovenia,2021-07-26,B.1.258,0,0.0,749
Slovenia,2021-07-26,B.1.221,0,0.0,749
Slovenia,2021-07-26,B.1.1.302,,,749
Slovenia,2021-07-26,B.1.1.277,,,749
Slovenia,2021-07-26,B.1.1.519,0,0.0,749
Slovenia,2021-07-26,B.1.367,0,0.0,749
Slovenia,2021-07-26,B.1.177,0,0.0,749
Slovenia,2021-07-26,Beta,0,0.0,749
Slovenia,2021-07-26,Alpha,21,2.8,749
Slovenia,2021-07-26,Gamma,0,0.0,749
Slovenia,2021-07-26,Delta,722,96.4,749
Slovenia,2021-07-26,Kappa,0,0.0,749
Slovenia,2021-07-26,Epsilon,,,749
Slovenia,2021-07-26,Eta,0,0.0,749
Slovenia,2021-07-26,Iota,0,0.0,749
Slovenia,2021-07-26,Lambda,,,749
Slovenia,2021-07-26,B.1.621,,,749
Slovenia,2021-07-26,S:677P.Pelican,,,749
Slovenia,2021-07-26,S:677H.Robin1,,,749
Slovenia,2021-07-26,others,6,0.8,749
Slovenia,2021-07-26,non_who,6,0.8,749
Slovenia,2021-08-09,B.1.160,0,0.0,266
Slovenia,2021-08-09,B.1.620,,,266
Slovenia,2021-08-09,B.1.258,0,0.0,266
Slovenia,2021-08-09,B.1.221,0,0.0,266
Slovenia,2021-08-09,B.1.1.302,,,266
Slovenia,2021-08-09,B.1.1.277,,,266
Slovenia,2021-08-09,B.1.1.519,0,0.0,266
Slovenia,2021-08-09,B.1.367,0,0.0,266
Slovenia,2021-08-09,B.1.177,0,0.0,266
Slovenia,2021-08-09,Beta,0,0.0,266
Slovenia,2021-08-09,Alpha,1,0.38,266
Slovenia,2021-08-09,Gamma,0,0.0,266
Slovenia,2021-08-09,Delta,264,99.25,266
Slovenia,2021-08-09,Kappa,0,0.0,266
Slovenia,2021-08-09,Epsilon,,,266
Slovenia,2021-08-09,Eta,0,0.0,266
Slovenia,2021-08-09,Iota,0,0.0,266
Slovenia,2021-08-09,Lambda,,,266
Slovenia,2021-08-09,B.1.621,,,266
Slovenia,2021-08-09,S:677P.Pelican,,,266
Slovenia,2021-08-09,S:677H.Robin1,,,266
Slovenia,2021-08-09,others,1,0.37,266
Slovenia,2021-08-09,non_who,1,0.37,266
South Africa,2020-05-11,B.1.160,,,133
South Africa,2020-05-11,B.1.620,,,133
South Africa,2020-05-11,B.1.258,,,133
South Africa,2020-05-11,B.1.221,,,133
South Africa,2020-05-11,B.1.1.302,,,133
South Africa,2020-05-11,B.1.1.277,,,133
South Africa,2020-05-11,B.1.1.519,,,133
South Africa,2020-05-11,B.1.367,,,133
South Africa,2020-05-11,B.1.177,,,133
South Africa,2020-05-11,Beta,0,0.0,133
South Africa,2020-05-11,Alpha,0,0.0,133
South Africa,2020-05-11,Gamma,,,133
South Africa,2020-05-11,Delta,0,0.0,133
South Africa,2020-05-11,Kappa,0,0.0,133
South Africa,2020-05-11,Epsilon,,,133
South Africa,2020-05-11,Eta,0,0.0,133
South Africa,2020-05-11,Iota,,,133
South Africa,2020-05-11,Lambda,,,133
South Africa,2020-05-11,B.1.621,,,133
South Africa,2020-05-11,S:677P.Pelican,,,133
South Africa,2020-05-11,S:677H.Robin1,,,133
South Africa,2020-05-11,others,133,100.0,133
South Africa,2020-05-11,non_who,133,100.0,133
South Africa,2020-05-25,B.1.160,,,82
South Africa,2020-05-25,B.1.620,,,82
South Africa,2020-05-25,B.1.258,,,82
South Africa,2020-05-25,B.1.221,,,82
South Africa,2020-05-25,B.1.1.302,,,82
South Africa,2020-05-25,B.1.1.277,,,82
South Africa,2020-05-25,B.1.1.519,,,82
South Africa,2020-05-25,B.1.367,,,82
South Africa,2020-05-25,B.1.177,,,82
South Africa,2020-05-25,Beta,0,0.0,82
South Africa,2020-05-25,Alpha,0,0.0,82
South Africa,2020-05-25,Gamma,,,82
South Africa,2020-05-25,Delta,0,0.0,82
South Africa,2020-05-25,Kappa,0,0.0,82
South Africa,2020-05-25,Epsilon,,,82
South Africa,2020-05-25,Eta,0,0.0,82
South Africa,2020-05-25,Iota,,,82
South Africa,2020-05-25,Lambda,,,82
South Africa,2020-05-25,B.1.621,,,82
South Africa,2020-05-25,S:677P.Pelican,,,82
South Africa,2020-05-25,S:677H.Robin1,,,82
South Africa,2020-05-25,others,82,100.0,82
South Africa,2020-05-25,non_who,82,100.0,82
South Africa,2020-06-08,B.1.160,,,94
South Africa,2020-06-08,B.1.620,,,94
South Africa,2020-06-08,B.1.258,,,94
South Africa,2020-06-08,B.1.221,,,94
South Africa,2020-06-08,B.1.1.302,,,94
South Africa,2020-06-08,B.1.1.277,,,94
South Africa,2020-06-08,B.1.1.519,,,94
South Africa,2020-06-08,B.1.367,,,94
South Africa,2020-06-08,B.1.177,,,94
South Africa,2020-06-08,Beta,0,0.0,94
South Africa,2020-06-08,Alpha,0,0.0,94
South Africa,2020-06-08,Gamma,,,94
South Africa,2020-06-08,Delta,0,0.0,94
South Africa,2020-06-08,Kappa,0,0.0,94
South Africa,2020-06-08,Epsilon,,,94
South Africa,2020-06-08,Eta,0,0.0,94
South Africa,2020-06-08,Iota,,,94
South Africa,2020-06-08,Lambda,,,94
South Africa,2020-06-08,B.1.621,,,94
South Africa,2020-06-08,S:677P.Pelican,,,94
South Africa,2020-06-08,S:677H.Robin1,,,94
South Africa,2020-06-08,others,94,100.0,94
South Africa,2020-06-08,non_who,94,100.0,94
South Africa,2020-06-22,B.1.160,,,189
South Africa,2020-06-22,B.1.620,,,189
South Africa,2020-06-22,B.1.258,,,189
South Africa,2020-06-22,B.1.221,,,189
South Africa,2020-06-22,B.1.1.302,,,189
South Africa,2020-06-22,B.1.1.277,,,189
South Africa,2020-06-22,B.1.1.519,,,189
South Africa,2020-06-22,B.1.367,,,189
South Africa,2020-06-22,B.1.177,,,189
South Africa,2020-06-22,Beta,0,0.0,189
South Africa,2020-06-22,Alpha,0,0.0,189
South Africa,2020-06-22,Gamma,,,189
South Africa,2020-06-22,Delta,0,0.0,189
South Africa,2020-06-22,Kappa,0,0.0,189
South Africa,2020-06-22,Epsilon,,,189
South Africa,2020-06-22,Eta,0,0.0,189
South Africa,2020-06-22,Iota,,,189
South Africa,2020-06-22,Lambda,,,189
South Africa,2020-06-22,B.1.621,,,189
South Africa,2020-06-22,S:677P.Pelican,,,189
South Africa,2020-06-22,S:677H.Robin1,,,189
South Africa,2020-06-22,others,189,100.0,189
South Africa,2020-06-22,non_who,189,100.0,189
South Africa,2020-07-06,B.1.160,,,255
South Africa,2020-07-06,B.1.620,,,255
South Africa,2020-07-06,B.1.258,,,255
South Africa,2020-07-06,B.1.221,,,255
South Africa,2020-07-06,B.1.1.302,,,255
South Africa,2020-07-06,B.1.1.277,,,255
South Africa,2020-07-06,B.1.1.519,,,255
South Africa,2020-07-06,B.1.367,,,255
South Africa,2020-07-06,B.1.177,,,255
South Africa,2020-07-06,Beta,0,0.0,255
South Africa,2020-07-06,Alpha,0,0.0,255
South Africa,2020-07-06,Gamma,,,255
South Africa,2020-07-06,Delta,0,0.0,255
South Africa,2020-07-06,Kappa,0,0.0,255
South Africa,2020-07-06,Epsilon,,,255
South Africa,2020-07-06,Eta,0,0.0,255
South Africa,2020-07-06,Iota,,,255
South Africa,2020-07-06,Lambda,,,255
South Africa,2020-07-06,B.1.621,,,255
South Africa,2020-07-06,S:677P.Pelican,,,255
South Africa,2020-07-06,S:677H.Robin1,,,255
South Africa,2020-07-06,others,255,100.0,255
South Africa,2020-07-06,non_who,255,100.0,255
South Africa,2020-07-20,B.1.160,,,440
South Africa,2020-07-20,B.1.620,,,440
South Africa,2020-07-20,B.1.258,,,440
South Africa,2020-07-20,B.1.221,,,440
South Africa,2020-07-20,B.1.1.302,,,440
South Africa,2020-07-20,B.1.1.277,,,440
South Africa,2020-07-20,B.1.1.519,,,440
South Africa,2020-07-20,B.1.367,,,440
South Africa,2020-07-20,B.1.177,,,440
South Africa,2020-07-20,Beta,0,0.0,440
South Africa,2020-07-20,Alpha,0,0.0,440
South Africa,2020-07-20,Gamma,,,440
South Africa,2020-07-20,Delta,0,0.0,440
South Africa,2020-07-20,Kappa,0,0.0,440
South Africa,2020-07-20,Epsilon,,,440
South Africa,2020-07-20,Eta,0,0.0,440
South Africa,2020-07-20,Iota,,,440
South Africa,2020-07-20,Lambda,,,440
South Africa,2020-07-20,B.1.621,,,440
South Africa,2020-07-20,S:677P.Pelican,,,440
South Africa,2020-07-20,S:677H.Robin1,,,440
South Africa,2020-07-20,others,440,100.0,440
South Africa,2020-07-20,non_who,440,100.0,440
South Africa,2020-08-03,B.1.160,,,459
South Africa,2020-08-03,B.1.620,,,459
South Africa,2020-08-03,B.1.258,,,459
South Africa,2020-08-03,B.1.221,,,459
South Africa,2020-08-03,B.1.1.302,,,459
South Africa,2020-08-03,B.1.1.277,,,459
South Africa,2020-08-03,B.1.1.519,,,459
South Africa,2020-08-03,B.1.367,,,459
South Africa,2020-08-03,B.1.177,,,459
South Africa,2020-08-03,Beta,0,0.0,459
South Africa,2020-08-03,Alpha,0,0.0,459
South Africa,2020-08-03,Gamma,,,459
South Africa,2020-08-03,Delta,0,0.0,459
South Africa,2020-08-03,Kappa,0,0.0,459
South Africa,2020-08-03,Epsilon,,,459
South Africa,2020-08-03,Eta,0,0.0,459
South Africa,2020-08-03,Iota,,,459
South Africa,2020-08-03,Lambda,,,459
South Africa,2020-08-03,B.1.621,,,459
South Africa,2020-08-03,S:677P.Pelican,,,459
South Africa,2020-08-03,S:677H.Robin1,,,459
South Africa,2020-08-03,others,459,100.0,459
South Africa,2020-08-03,non_who,459,100.0,459
South Africa,2020-08-17,B.1.160,,,214
South Africa,2020-08-17,B.1.620,,,214
South Africa,2020-08-17,B.1.258,,,214
South Africa,2020-08-17,B.1.221,,,214
South Africa,2020-08-17,B.1.1.302,,,214
South Africa,2020-08-17,B.1.1.277,,,214
South Africa,2020-08-17,B.1.1.519,,,214
South Africa,2020-08-17,B.1.367,,,214
South Africa,2020-08-17,B.1.177,,,214
South Africa,2020-08-17,Beta,0,0.0,214
South Africa,2020-08-17,Alpha,0,0.0,214
South Africa,2020-08-17,Gamma,,,214
South Africa,2020-08-17,Delta,0,0.0,214
South Africa,2020-08-17,Kappa,0,0.0,214
South Africa,2020-08-17,Epsilon,,,214
South Africa,2020-08-17,Eta,0,0.0,214
South Africa,2020-08-17,Iota,,,214
South Africa,2020-08-17,Lambda,,,214
South Africa,2020-08-17,B.1.621,,,214
South Africa,2020-08-17,S:677P.Pelican,,,214
South Africa,2020-08-17,S:677H.Robin1,,,214
South Africa,2020-08-17,others,214,100.0,214
South Africa,2020-08-17,non_who,214,100.0,214
South Africa,2020-08-31,B.1.160,,,122
South Africa,2020-08-31,B.1.620,,,122
South Africa,2020-08-31,B.1.258,,,122
South Africa,2020-08-31,B.1.221,,,122
South Africa,2020-08-31,B.1.1.302,,,122
South Africa,2020-08-31,B.1.1.277,,,122
South Africa,2020-08-31,B.1.1.519,,,122
South Africa,2020-08-31,B.1.367,,,122
South Africa,2020-08-31,B.1.177,,,122
South Africa,2020-08-31,Beta,13,10.66,122
South Africa,2020-08-31,Alpha,0,0.0,122
South Africa,2020-08-31,Gamma,,,122
South Africa,2020-08-31,Delta,0,0.0,122
South Africa,2020-08-31,Kappa,0,0.0,122
South Africa,2020-08-31,Epsilon,,,122
South Africa,2020-08-31,Eta,0,0.0,122
South Africa,2020-08-31,Iota,,,122
South Africa,2020-08-31,Lambda,,,122
South Africa,2020-08-31,B.1.621,,,122
South Africa,2020-08-31,S:677P.Pelican,,,122
South Africa,2020-08-31,S:677H.Robin1,,,122
South Africa,2020-08-31,others,109,89.34,122
South Africa,2020-08-31,non_who,109,89.34,122
South Africa,2020-09-14,B.1.160,,,352
South Africa,2020-09-14,B.1.620,,,352
South Africa,2020-09-14,B.1.258,,,352
South Africa,2020-09-14,B.1.221,,,352
South Africa,2020-09-14,B.1.1.302,,,352
South Africa,2020-09-14,B.1.1.277,,,352
South Africa,2020-09-14,B.1.1.519,,,352
South Africa,2020-09-14,B.1.367,,,352
South Africa,2020-09-14,B.1.177,,,352
South Africa,2020-09-14,Beta,44,12.5,352
South Africa,2020-09-14,Alpha,0,0.0,352
South Africa,2020-09-14,Gamma,,,352
South Africa,2020-09-14,Delta,0,0.0,352
South Africa,2020-09-14,Kappa,0,0.0,352
South Africa,2020-09-14,Epsilon,,,352
South Africa,2020-09-14,Eta,0,0.0,352
South Africa,2020-09-14,Iota,,,352
South Africa,2020-09-14,Lambda,,,352
South Africa,2020-09-14,B.1.621,,,352
South Africa,2020-09-14,S:677P.Pelican,,,352
South Africa,2020-09-14,S:677H.Robin1,,,352
South Africa,2020-09-14,others,308,87.5,352
South Africa,2020-09-14,non_who,308,87.5,352
South Africa,2020-09-28,B.1.160,,,208
South Africa,2020-09-28,B.1.620,,,208
South Africa,2020-09-28,B.1.258,,,208
South Africa,2020-09-28,B.1.221,,,208
South Africa,2020-09-28,B.1.1.302,,,208
South Africa,2020-09-28,B.1.1.277,,,208
South Africa,2020-09-28,B.1.1.519,,,208
South Africa,2020-09-28,B.1.367,,,208
South Africa,2020-09-28,B.1.177,,,208
South Africa,2020-09-28,Beta,59,28.37,208
South Africa,2020-09-28,Alpha,0,0.0,208
South Africa,2020-09-28,Gamma,,,208
South Africa,2020-09-28,Delta,0,0.0,208
South Africa,2020-09-28,Kappa,0,0.0,208
South Africa,2020-09-28,Epsilon,,,208
South Africa,2020-09-28,Eta,0,0.0,208
South Africa,2020-09-28,Iota,,,208
South Africa,2020-09-28,Lambda,,,208
South Africa,2020-09-28,B.1.621,,,208
South Africa,2020-09-28,S:677P.Pelican,,,208
South Africa,2020-09-28,S:677H.Robin1,,,208
South Africa,2020-09-28,others,149,71.63,208
South Africa,2020-09-28,non_who,149,71.63,208
South Africa,2020-10-12,B.1.160,,,297
South Africa,2020-10-12,B.1.620,,,297
South Africa,2020-10-12,B.1.258,,,297
South Africa,2020-10-12,B.1.221,,,297
South Africa,2020-10-12,B.1.1.302,,,297
South Africa,2020-10-12,B.1.1.277,,,297
South Africa,2020-10-12,B.1.1.519,,,297
South Africa,2020-10-12,B.1.367,,,297
South Africa,2020-10-12,B.1.177,,,297
South Africa,2020-10-12,Beta,57,19.19,297
South Africa,2020-10-12,Alpha,0,0.0,297
South Africa,2020-10-12,Gamma,,,297
South Africa,2020-10-12,Delta,0,0.0,297
South Africa,2020-10-12,Kappa,0,0.0,297
South Africa,2020-10-12,Epsilon,,,297
South Africa,2020-10-12,Eta,0,0.0,297
South Africa,2020-10-12,Iota,,,297
South Africa,2020-10-12,Lambda,,,297
South Africa,2020-10-12,B.1.621,,,297
South Africa,2020-10-12,S:677P.Pelican,,,297
South Africa,2020-10-12,S:677H.Robin1,,,297
South Africa,2020-10-12,others,240,80.81,297
South Africa,2020-10-12,non_who,240,80.81,297
South Africa,2020-10-26,B.1.160,,,337
South Africa,2020-10-26,B.1.620,,,337
South Africa,2020-10-26,B.1.258,,,337
South Africa,2020-10-26,B.1.221,,,337
South Africa,2020-10-26,B.1.1.302,,,337
South Africa,2020-10-26,B.1.1.277,,,337
South Africa,2020-10-26,B.1.1.519,,,337
South Africa,2020-10-26,B.1.367,,,337
South Africa,2020-10-26,B.1.177,,,337
South Africa,2020-10-26,Beta,133,39.47,337
South Africa,2020-10-26,Alpha,0,0.0,337
South Africa,2020-10-26,Gamma,,,337
South Africa,2020-10-26,Delta,0,0.0,337
South Africa,2020-10-26,Kappa,0,0.0,337
South Africa,2020-10-26,Epsilon,,,337
South Africa,2020-10-26,Eta,0,0.0,337
South Africa,2020-10-26,Iota,,,337
South Africa,2020-10-26,Lambda,,,337
South Africa,2020-10-26,B.1.621,,,337
South Africa,2020-10-26,S:677P.Pelican,,,337
South Africa,2020-10-26,S:677H.Robin1,,,337
South Africa,2020-10-26,others,204,60.53,337
South Africa,2020-10-26,non_who,204,60.53,337
South Africa,2020-11-09,B.1.160,,,464
South Africa,2020-11-09,B.1.620,,,464
South Africa,2020-11-09,B.1.258,,,464
South Africa,2020-11-09,B.1.221,,,464
South Africa,2020-11-09,B.1.1.302,,,464
South Africa,2020-11-09,B.1.1.277,,,464
South Africa,2020-11-09,B.1.1.519,,,464
South Africa,2020-11-09,B.1.367,,,464
South Africa,2020-11-09,B.1.177,,,464
South Africa,2020-11-09,Beta,248,53.45,464
South Africa,2020-11-09,Alpha,0,0.0,464
South Africa,2020-11-09,Gamma,,,464
South Africa,2020-11-09,Delta,0,0.0,464
South Africa,2020-11-09,Kappa,0,0.0,464
South Africa,2020-11-09,Epsilon,,,464
South Africa,2020-11-09,Eta,0,0.0,464
South Africa,2020-11-09,Iota,,,464
South Africa,2020-11-09,Lambda,,,464
South Africa,2020-11-09,B.1.621,,,464
South Africa,2020-11-09,S:677P.Pelican,,,464
South Africa,2020-11-09,S:677H.Robin1,,,464
South Africa,2020-11-09,others,216,46.55,464
South Africa,2020-11-09,non_who,216,46.55,464
South Africa,2020-11-23,B.1.160,,,400
South Africa,2020-11-23,B.1.620,,,400
South Africa,2020-11-23,B.1.258,,,400
South Africa,2020-11-23,B.1.221,,,400
South Africa,2020-11-23,B.1.1.302,,,400
South Africa,2020-11-23,B.1.1.277,,,400
South Africa,2020-11-23,B.1.1.519,,,400
South Africa,2020-11-23,B.1.367,,,400
South Africa,2020-11-23,B.1.177,,,400
South Africa,2020-11-23,Beta,295,73.75,400
South Africa,2020-11-23,Alpha,0,0.0,400
South Africa,2020-11-23,Gamma,,,400
South Africa,2020-11-23,Delta,0,0.0,400
South Africa,2020-11-23,Kappa,0,0.0,400
South Africa,2020-11-23,Epsilon,,,400
South Africa,2020-11-23,Eta,0,0.0,400
South Africa,2020-11-23,Iota,,,400
South Africa,2020-11-23,Lambda,,,400
South Africa,2020-11-23,B.1.621,,,400
South Africa,2020-11-23,S:677P.Pelican,,,400
South Africa,2020-11-23,S:677H.Robin1,,,400
South Africa,2020-11-23,others,105,26.25,400
South Africa,2020-11-23,non_who,105,26.25,400
South Africa,2020-12-07,B.1.160,,,483
South Africa,2020-12-07,B.1.620,,,483
South Africa,2020-12-07,B.1.258,,,483
South Africa,2020-12-07,B.1.221,,,483
South Africa,2020-12-07,B.1.1.302,,,483
South Africa,2020-12-07,B.1.1.277,,,483
South Africa,2020-12-07,B.1.1.519,,,483
South Africa,2020-12-07,B.1.367,,,483
South Africa,2020-12-07,B.1.177,,,483
South Africa,2020-12-07,Beta,425,87.99,483
South Africa,2020-12-07,Alpha,0,0.0,483
South Africa,2020-12-07,Gamma,,,483
South Africa,2020-12-07,Delta,0,0.0,483
South Africa,2020-12-07,Kappa,0,0.0,483
South Africa,2020-12-07,Epsilon,,,483
South Africa,2020-12-07,Eta,0,0.0,483
South Africa,2020-12-07,Iota,,,483
South Africa,2020-12-07,Lambda,,,483
South Africa,2020-12-07,B.1.621,,,483
South Africa,2020-12-07,S:677P.Pelican,,,483
South Africa,2020-12-07,S:677H.Robin1,,,483
South Africa,2020-12-07,others,58,12.01,483
South Africa,2020-12-07,non_who,58,12.01,483
South Africa,2020-12-21,B.1.160,,,535
South Africa,2020-12-21,B.1.620,,,535
South Africa,2020-12-21,B.1.258,,,535
South Africa,2020-12-21,B.1.221,,,535
South Africa,2020-12-21,B.1.1.302,,,535
South Africa,2020-12-21,B.1.1.277,,,535
South Africa,2020-12-21,B.1.1.519,,,535
South Africa,2020-12-21,B.1.367,,,535
South Africa,2020-12-21,B.1.177,,,535
South Africa,2020-12-21,Beta,507,94.77,535
South Africa,2020-12-21,Alpha,0,0.0,535
South Africa,2020-12-21,Gamma,,,535
South Africa,2020-12-21,Delta,0,0.0,535
South Africa,2020-12-21,Kappa,0,0.0,535
South Africa,2020-12-21,Epsilon,,,535
South Africa,2020-12-21,Eta,0,0.0,535
South Africa,2020-12-21,Iota,,,535
South Africa,2020-12-21,Lambda,,,535
South Africa,2020-12-21,B.1.621,,,535
South Africa,2020-12-21,S:677P.Pelican,,,535
South Africa,2020-12-21,S:677H.Robin1,,,535
South Africa,2020-12-21,others,28,5.23,535
South Africa,2020-12-21,non_who,28,5.23,535
South Africa,2021-01-04,B.1.160,,,756
South Africa,2021-01-04,B.1.620,,,756
South Africa,2021-01-04,B.1.258,,,756
South Africa,2021-01-04,B.1.221,,,756
South Africa,2021-01-04,B.1.1.302,,,756
South Africa,2021-01-04,B.1.1.277,,,756
South Africa,2021-01-04,B.1.1.519,,,756
South Africa,2021-01-04,B.1.367,,,756
South Africa,2021-01-04,B.1.177,,,756
South Africa,2021-01-04,Beta,724,95.77,756
South Africa,2021-01-04,Alpha,0,0.0,756
South Africa,2021-01-04,Gamma,,,756
South Africa,2021-01-04,Delta,0,0.0,756
South Africa,2021-01-04,Kappa,0,0.0,756
South Africa,2021-01-04,Epsilon,,,756
South Africa,2021-01-04,Eta,0,0.0,756
South Africa,2021-01-04,Iota,,,756
South Africa,2021-01-04,Lambda,,,756
South Africa,2021-01-04,B.1.621,,,756
South Africa,2021-01-04,S:677P.Pelican,,,756
South Africa,2021-01-04,S:677H.Robin1,,,756
South Africa,2021-01-04,others,32,4.23,756
South Africa,2021-01-04,non_who,32,4.23,756
South Africa,2021-01-11,B.1.160,,,631
South Africa,2021-01-11,B.1.620,,,631
South Africa,2021-01-11,B.1.258,,,631
South Africa,2021-01-11,B.1.221,,,631
South Africa,2021-01-11,B.1.1.302,,,631
South Africa,2021-01-11,B.1.1.277,,,631
South Africa,2021-01-11,B.1.1.519,,,631
South Africa,2021-01-11,B.1.367,,,631
South Africa,2021-01-11,B.1.177,,,631
South Africa,2021-01-11,Beta,573,90.81,631
South Africa,2021-01-11,Alpha,2,0.32,631
South Africa,2021-01-11,Gamma,,,631
South Africa,2021-01-11,Delta,0,0.0,631
South Africa,2021-01-11,Kappa,0,0.0,631
South Africa,2021-01-11,Epsilon,,,631
South Africa,2021-01-11,Eta,0,0.0,631
South Africa,2021-01-11,Iota,,,631
South Africa,2021-01-11,Lambda,,,631
South Africa,2021-01-11,B.1.621,,,631
South Africa,2021-01-11,S:677P.Pelican,,,631
South Africa,2021-01-11,S:677H.Robin1,,,631
South Africa,2021-01-11,others,56,8.87,631
South Africa,2021-01-11,non_who,56,8.87,631
South Africa,2021-01-25,B.1.160,,,561
South Africa,2021-01-25,B.1.620,,,561
South Africa,2021-01-25,B.1.258,,,561
South Africa,2021-01-25,B.1.221,,,561
South Africa,2021-01-25,B.1.1.302,,,561
South Africa,2021-01-25,B.1.1.277,,,561
South Africa,2021-01-25,B.1.1.519,,,561
South Africa,2021-01-25,B.1.367,,,561
South Africa,2021-01-25,B.1.177,,,561
South Africa,2021-01-25,Beta,535,95.37,561
South Africa,2021-01-25,Alpha,0,0.0,561
South Africa,2021-01-25,Gamma,,,561
South Africa,2021-01-25,Delta,0,0.0,561
South Africa,2021-01-25,Kappa,0,0.0,561
South Africa,2021-01-25,Epsilon,,,561
South Africa,2021-01-25,Eta,0,0.0,561
South Africa,2021-01-25,Iota,,,561
South Africa,2021-01-25,Lambda,,,561
South Africa,2021-01-25,B.1.621,,,561
South Africa,2021-01-25,S:677P.Pelican,,,561
South Africa,2021-01-25,S:677H.Robin1,,,561
South Africa,2021-01-25,others,26,4.63,561
South Africa,2021-01-25,non_who,26,4.63,561
South Africa,2021-02-08,B.1.160,,,385
South Africa,2021-02-08,B.1.620,,,385
South Africa,2021-02-08,B.1.258,,,385
South Africa,2021-02-08,B.1.221,,,385
